Binomial,Range,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel
Artibeus lituratus,14235952081330.5,Artibeus,Phyllostomidae,Chiroptera,59.3,1920.4777,LC,Omnivore
Artibeus obscurus,11122956740372.5,Artibeus,Phyllostomidae,Chiroptera,35.91,1920.4777,LC,Omnivore
Artibeus planirostris,7906983193824.17,Artibeus,Phyllostomidae,Chiroptera,29.86285714,1920.4777,LC,Omnivore
Arvicanthis abyssinicus,296092651148.011,Arvicanthis,Muridae,Rodentia,73.34,751.795,LC,Herbivore
Arvicanthis ansorgei,651275417240.675,Arvicanthis,Muridae,Rodentia,110,751.795,LC,Herbivore
Arvicanthis blicki,17893747233.7887,Arvicanthis,Muridae,Rodentia,128,751.795,NT,Herbivore
Arvicanthis nairobae,151138901301.628,Arvicanthis,Muridae,Rodentia,104,751.795,LC,Herbivore
Arvicanthis neumanni,1218452180999.96,Arvicanthis,Muridae,Rodentia,85,751.795,LC,Herbivore
Arvicanthis niloticus,6185272894964.08,Arvicanthis,Muridae,Rodentia,95.8,751.795,LC,Herbivore
Arvicanthis rufinus,1154420169508.07,Arvicanthis,Muridae,Rodentia,63.85388804,751.795,LC,Herbivore
Arvicola amphibius,15744124357017.8,Arvicola,Cricetidae,Rodentia,120,656.0875,LC,Omnivore
Arvicola sapidus,882587440000.492,Arvicola,Cricetidae,Rodentia,219.99,656.0875,VU,Herbivore
Arvicola scherman,831512968652.014,Arvicola,Cricetidae,Rodentia,46.25861204,656.0875,LC,Herbivore
Asellia patrizii,227342451504.113,Asellia,Hipposideridae,Chiroptera,12.94,1834.2256,LC,Insectivore
Asellia tridens,16394491933267.3,Asellia,Hipposideridae,Chiroptera,12.94,1834.2256,LC,Insectivore
Aselliscus stoliczkanus,1362320253865.77,Aselliscus,Hipposideridae,Chiroptera,6.09,1834.2256,LC,Insectivore
Aselliscus tricuspidatus,274654198682.614,Aselliscus,Hipposideridae,Chiroptera,4.08,1834.2256,LC,Insectivore
Atelerix albiventris,7028364293874.8,Atelerix,Erinaceidae,Eulipotyphla,293.44,1335.15805,LC,Omnivore
Atelerix algirus,664641854661.377,Atelerix,Erinaceidae,Eulipotyphla,903.98,1335.15805,LC,Omnivore
Atelerix frontalis,1047880248357.13,Atelerix,Erinaceidae,Eulipotyphla,329.12,1335.15805,LC,Omnivore
Atelerix sclateri,309001283984.667,Atelerix,Erinaceidae,Eulipotyphla,599.998,1335.15805,LC,Omnivore
Ateles belzebuth,1153236192693.53,Ateles,Atelidae,Primates,6692.42,5475,EN,Herbivore
Ateles chamek,2437475986380.23,Ateles,Atelidae,Primates,7053.92,5475,EN,Herbivore
Ateles fusciceps,215774487124.673,Ateles,Atelidae,Primates,9067.94,5475,CR,Herbivore
Ateles geoffroyi,901724479336.109,Ateles,Atelidae,Primates,7582.4,5475,EN,Herbivore
Ateles hybridus,165892102469.641,Ateles,Atelidae,Primates,8500,5475,CR,Herbivore
Ateles marginatus,524099566815.948,Ateles,Atelidae,Primates,6229.28,5475,EN,Herbivore
Ateles paniscus,1061276623889.79,Ateles,Atelidae,Primates,8697.25,5475,VU,Herbivore
Atelocynus microtis,2852893505046.91,Atelocynus,Canidae,Carnivora,8363.22,1455.255,NT,Omnivore
Atherurus africanus,3544244605861.56,Atherurus,Hystricidae,Rodentia,2875.65,2713.29805,LC,Omnivore
Atherurus macrourus,2672201501880.77,Atherurus,Hystricidae,Rodentia,2000,2713.29805,LC,Omnivore
Atilax paludinosus,14049574288632.7,Atilax,Herpestidae,Carnivora,3600.16,2228.517895,LC,Omnivore
Atlantoxerus getulus,303645312842.921,Atlantoxerus,Sciuridae,Rodentia,250.57,1384.121263,LC,Herbivore
Auliscomys boliviensis,210614074624.697,Auliscomys,Cricetidae,Rodentia,70.91,589.3882991,LC,Herbivore
Auliscomys pictus,309598290802.606,Auliscomys,Cricetidae,Rodentia,48.97,589.3882991,LC,Herbivore
Auliscomys sublimis,393512532465.639,Auliscomys,Cricetidae,Rodentia,38,589.3882991,LC,Herbivore
Avahi betsileo,970994226.106155,Avahi,Indriidae,Primates,1000,3649.771875,EN,Herbivore
Avahi cleesei,2580988494.15579,Avahi,Indriidae,Primates,5500,3649.771875,EN,Herbivore
Avahi laniger,50685721092.2511,Avahi,Indriidae,Primates,1092.28,3649.771875,VU,Herbivore
Avahi meridionalis,1562640114.78785,Avahi,Indriidae,Primates,1150,3649.771875,EN,Herbivore
Avahi occidentalis,3056537163.09369,Avahi,Indriidae,Primates,828.98,3649.771875,EN,Herbivore
Avahi peyrierasi,4374325019.67188,Avahi,Indriidae,Primates,1000,3649.771875,VU,Herbivore
Avahi ramanantsoavanai,5832063784.71579,Avahi,Indriidae,Primates,1628.751429,3649.771875,VU,Herbivore
Avahi unicolor,779721158.860399,Avahi,Indriidae,Primates,830,3649.771875,EN,Herbivore
Axis axis,2361358327923.86,Axis,Cervidae,Cetartiodactyla,69499.99,3650,LC,Herbivore
Axis calamianensis,1345322315.8555,Axis,Cervidae,Cetartiodactyla,39812.6,2417.77825,EN,Herbivore
Axis porcinus,271999927568.52,Axis,Cervidae,Cetartiodactyla,37448.29,2555,EN,Herbivore
Babyrousa babyrussa,12616188511.3527,Babyrousa,Suidae,Cetartiodactyla,92950.09,2958.590833,VU,Herbivore
Babyrousa celebensis,120738110385.538,Babyrousa,Suidae,Cetartiodactyla,80000,2190,VU,Herbivore
Baiomys musculus,450251280630.734,Baiomys,Cricetidae,Rodentia,8.99,405.053,LC,Omnivore
Baiomys taylori,1275181161349.7,Baiomys,Cricetidae,Rodentia,7.43,405.053,LC,Herbivore
Baiyankamys habbema,777784062.941635,Baiyankamys,Muridae,Rodentia,141.0605074,639.6318318,DD,Carnivore
Baiyankamys shawmayeri,65462774652.2504,Baiyankamys,Muridae,Rodentia,141.0605074,639.6318318,LC,Carnivore
Balantiopteryx infusca,2841697769.08418,Balantiopteryx,Emballonuridae,Chiroptera,5.27,894.25,VU,Insectivore
Balantiopteryx io,170568448815.065,Balantiopteryx,Emballonuridae,Chiroptera,3.97,894.25,VU,Insectivore
Balantiopteryx plicata,825040693043.908,Balantiopteryx,Emballonuridae,Chiroptera,6.57,894.25,LC,Insectivore
Balionycteris maculata,570366136782.227,Balionycteris,Pteropodidae,Chiroptera,14.43,1553.790873,LC,Herbivore
Bandicota bengalensis,4165485346709.88,Bandicota,Muridae,Rodentia,226.99,639.6318318,LC,Omnivore
Bandicota indica,5516458266996.15,Bandicota,Muridae,Rodentia,583.09,639.6318318,LC,Omnivore
Bandicota savilei,866576941380.816,Bandicota,Muridae,Rodentia,260.63,639.6318318,LC,Omnivore
Barbastella barbastellus,3743313534750.19,Barbastella,Vespertilionidae,Chiroptera,8.31,1825,NT,Insectivore
Barbastella leucomelas,3928012200107.59,Barbastella,Vespertilionidae,Chiroptera,15.05,1825,LC,Insectivore
Bassaricyon alleni,4449617958205.23,Bassaricyon,Procyonidae,Carnivora,1235,2991.18,LC,Omnivore
Bassaricyon gabbii,156420123183.927,Bassaricyon,Procyonidae,Carnivora,1250,3060.979583,LC,Omnivore
Bassariscus astutus,3903858562382.5,Bassariscus,Procyonidae,Carnivora,1010.37,2093.883333,LC,Omnivore
Bassariscus sumichrasti,622177525495.866,Bassariscus,Procyonidae,Carnivora,906,3150.085533,LC,Omnivore
Bathyergus janetta,12034837216.3402,Bathyergus,Bathyergidae,Rodentia,388.69,967.375,LC,Herbivore
Bathyergus suillus,44075955184.9814,Bathyergus,Bathyergidae,Rodentia,777.38,967.375,LC,Herbivore
Batomys dentatus,453870989.83561,Batomys,Muridae,Rodentia,177.645,639.6318318,DD,Herbivore
Batomys granti,5211996614.12813,Batomys,Muridae,Rodentia,169.53,639.6318318,LC,Herbivore
Batomys russatus,826357258.820406,Batomys,Muridae,Rodentia,177.645,639.6318318,EN,Herbivore
Batomys salomonseni,16015508816.4987,Batomys,Muridae,Rodentia,185.76,639.6318318,LC,Herbivore
Bauerus dubiaquercus,254433868824.52,Bauerus,Vespertilionidae,Chiroptera,22.22,2051.666208,NT,Insectivore
Bdeogale crassicauda,1497517789973.79,Bdeogale,Herpestidae,Carnivora,1722.13,1846.9,LC,Carnivore
Bdeogale jacksoni,63953372734.9479,Bdeogale,Herpestidae,Carnivora,2500,1825,NT,Carnivore
Bdeogale nigripes,2110590774225.94,Bdeogale,Herpestidae,Carnivora,2623.01,1933.932222,LC,Insectivore
Beamys hindei,337356588740.822,Beamys,Nesomyidae,Rodentia,75.8,604.575,LC,Omnivore
Belomys pearsonii,525685017542.505,Belomys,Sciuridae,Rodentia,590.0703713,1384.121263,DD,Herbivore
Berylmys berdmorei,660824556802.077,Berylmys,Muridae,Rodentia,235,639.6318318,LC,Omnivore
Berylmys bowersi,2558280015044.31,Berylmys,Muridae,Rodentia,358.68,639.6318318,LC,Omnivore
Berylmys mackenziei,101468474390.153,Berylmys,Muridae,Rodentia,296.84,639.6318318,DD,Omnivore
Berylmys manipulus,214051413257.255,Berylmys,Muridae,Rodentia,296.84,639.6318318,DD,Omnivore
Bibimys chacoensis,27946863633.0707,Bibimys,Cricetidae,Rodentia,28,589.3882991,LC,Herbivore
Bibimys labiosus,361277465391.396,Bibimys,Cricetidae,Rodentia,29,589.3882991,LC,Herbivore
Bibimys torresi,12372235064.6153,Bibimys,Cricetidae,Rodentia,28,589.3882991,NT,Herbivore
Biswamoyopterus biswasi,3760597430.7558,Biswamoyopterus,Sciuridae,Rodentia,1613.299,2015.755102,CR,Herbivore
Blanfordimys afghanus,409814545912.376,Blanfordimys,Cricetidae,Rodentia,60.64641072,4745,LC,Herbivore
Blanfordimys bucharensis,116187748885.845,Blanfordimys,Cricetidae,Rodentia,60.64641072,4745,LC,Herbivore
Blarina brevicauda,4106919949850.89,Blarina,Soricidae,Eulipotyphla,18.56,307.41875,LC,Insectivore
Blarina carolinensis,866209842038.417,Blarina,Soricidae,Eulipotyphla,11.91,339.884375,LC,Insectivore
Blarina hylophaga,727831720166.861,Blarina,Soricidae,Eulipotyphla,14.49,372.35,LC,Insectivore
Blarinella griselda,439055461610.483,Blarinella,Soricidae,Eulipotyphla,8,426.9101194,LC,Omnivore
Blarinella quadraticauda,17615236566.0627,Blarinella,Soricidae,Eulipotyphla,12.5,379.2929563,NT,Omnivore
Blarinella wardi,114891805933.868,Blarinella,Soricidae,Eulipotyphla,14.22361675,379.2929563,LC,Omnivore
Blarinomys breviceps,436615542615.736,Blarinomys,Cricetidae,Rodentia,36.79,589.3882991,LC,Insectivore
Blastocerus dichotomus,434758459771.969,Blastocerus,Cervidae,Cetartiodactyla,112518.5,1825,VU,Herbivore
Brachiones przewalskii,861748035233.569,Brachiones,Muridae,Rodentia,27,624.3996409,LC,Omnivore
Brachylagus idahoensis,480341783893.581,Brachylagus,Leporidae,Lagomorpha,431.19,969.8600667,LC,Herbivore
Brachyphylla cavernarum,14907703997.0229,Brachyphylla,Phyllostomidae,Chiroptera,45.5,2064.27635,LC,Omnivore
Brachyphylla nana,195038675407.219,Brachyphylla,Phyllostomidae,Chiroptera,37.25,2064.27635,LC,Omnivore
Brachytarsomys albicauda,64739799346.8699,Brachytarsomys,Nesomyidae,Rodentia,200,1064.06475,LC,Omnivore
Brachytarsomys villosa,10127468099.105,Brachytarsomys,Nesomyidae,Rodentia,219.99,1064.06475,VU,Omnivore
Brachyuromys betsileoensis,42770178036.8602,Brachyuromys,Nesomyidae,Rodentia,93.58,604.575,LC,Omnivore
Brachyuromys ramirohitra,68444560428.1826,Brachyuromys,Nesomyidae,Rodentia,92.31,604.575,LC,Omnivore
Bradypus pygmaeus,3412963.23067278,Bradypus,Bradypodidae,Pilosa,2900,3873.20485,CR,Herbivore
Bradypus torquatus,75451450929.2281,Bradypus,Bradypodidae,Pilosa,4468.42,3873.20485,VU,Herbivore
Bradypus tridactylus,1042617963426.73,Bradypus,Bradypodidae,Pilosa,4375.8,3873.20485,LC,Herbivore
Bradypus variegatus,9792570608698.21,Bradypus,Bradypodidae,Pilosa,4136.36,3873.20485,LC,Herbivore
Brucepattersonius griserufescens,48616401800.7403,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,DD,Omnivore
Brucepattersonius guarani,1540060435.93708,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,DD,Omnivore
Brucepattersonius igniventris,13349795927.1814,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,DD,Omnivore
Brucepattersonius iheringi,178456400339.086,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,LC,Omnivore
Brucepattersonius misionensis,1517194952.13803,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,DD,Omnivore
Brucepattersonius paradisus,1223697003.03831,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,DD,Omnivore
Brucepattersonius soricinus,15506401180.2299,Brucepattersonius,Cricetidae,Rodentia,43,589.3882991,DD,Omnivore
Bubalus arnee,12946169501.821,Bubalus,Bovidae,Cetartiodactyla,483500.485,3285,EN,Herbivore
Budorcas taxicolor,440421397238.298,Budorcas,Bovidae,Cetartiodactyla,294515.3,2920,VU,Herbivore
Bullimus bagobus,118864049421.681,Bullimus,Muridae,Rodentia,395.38,639.6318318,LC,Omnivore
Bullimus gamay,45112872.9760723,Bullimus,Muridae,Rodentia,420.19,639.6318318,VU,Omnivore
Bullimus luzonicus,38308973146.556,Bullimus,Muridae,Rodentia,445,639.6318318,LC,Omnivore
Bunolagus monticularis,78511544238.0469,Bunolagus,Leporidae,Lagomorpha,1750.01,1104.3199,CR,Herbivore
Bunomys andrewsi,117011327571.489,Bunomys,Muridae,Rodentia,125,639.6318318,LC,Omnivore
Bunomys chrysocomus,169337754275.056,Bunomys,Muridae,Rodentia,111.29,639.6318318,LC,Omnivore
Bunomys coelestis,133476761.131675,Bunomys,Muridae,Rodentia,120,639.6318318,CR,Omnivore
Bunomys fratrorum,7086728598.69541,Bunomys,Muridae,Rodentia,130.31,639.6318318,VU,Omnivore
Bunomys penitus,20441947984.6694,Bunomys,Muridae,Rodentia,170,639.6318318,NT,Omnivore
Bunomys prolatus,782224262.869859,Bunomys,Muridae,Rodentia,131,639.6318318,EN,Omnivore
Cacajao calvus,182017375657.547,Cacajao,Pitheciidae,Primates,3421.04,3650,VU,Herbivore
Cacajao hosomi,69745448460.4308,Cacajao,Pitheciidae,Primates,3271.31,3650,VU,Omnivore
Caenolestes caniventer,19664021088.8214,Caenolestes,Caenolestidae,Paucituberculata,40,998.6765636,NT,Omnivore
Caenolestes convelatus,22780363275.2667,Caenolestes,Caenolestidae,Paucituberculata,31.56,998.6765636,VU,NotAssigned
Caenolestes fuliginosus,180934661827.396,Caenolestes,Caenolestidae,Paucituberculata,28.64,998.6765636,LC,Carnivore
Calcochloris obtusirostris,115455283625.975,Calcochloris,Chrysochloridae,Afrosoricida,24.05,1036.557583,LC,Insectivore
Calcochloris tytonis,312206862.078951,Calcochloris,Chrysochloridae,Afrosoricida,28.27,1036.557583,DD,Insectivore
Callicebus coimbrai,38585357510.6214,Callicebus,Pitheciidae,Primates,1050,2920,EN,Omnivore
Callicebus melanochir,99867073942.9928,Callicebus,Pitheciidae,Primates,1050,2920,VU,Herbivore
Callicebus nigrifrons,490584706245.186,Callicebus,Pitheciidae,Primates,1050,2920,NT,Herbivore
Callicebus personatus,142975120794.092,Callicebus,Pitheciidae,Primates,1390.8,2920,VU,Omnivore
Callimico goeldii,602353154809.844,Callimico,Callitrichidae,Primates,558,2190,VU,Omnivore
Callistomys pictus,4897081332.69588,Callistomys,Echimyidae,Rodentia,518.99,739.0095889,EN,Herbivore
Callithrix aurita,159614292482.397,Callithrix,Callitrichidae,Primates,386.2,2110.588375,VU,Omnivore
Callithrix flaviceps,24732630323.5949,Callithrix,Callitrichidae,Primates,372.97,2110.588375,EN,Omnivore
Callithrix geoffroyi,124967929578.051,Callithrix,Callitrichidae,Primates,342,2110.588375,LC,Omnivore
Callithrix jacchus,943369790313.892,Callithrix,Callitrichidae,Primates,290.21,2156.5235,LC,Omnivore
Callithrix kuhlii,45701672997.158,Callithrix,Callitrichidae,Primates,374.99,2190,NT,Omnivore
Callithrix penicillata,1309807484091.29,Callithrix,Callitrichidae,Primates,339.98,2110.588375,LC,Omnivore
Callosciurus adamsi,97681778313.5318,Callosciurus,Sciuridae,Rodentia,208.72,1585.1964,NT,Omnivore
Callosciurus albescens,58797858779.236,Callosciurus,Sciuridae,Rodentia,277.7788875,1585.1964,DD,Omnivore
Callosciurus baluensis,51137125015.0734,Callosciurus,Sciuridae,Rodentia,323.91,1585.1964,LC,Omnivore
Callosciurus caniceps,650673880207.805,Callosciurus,Sciuridae,Rodentia,264.91,1585.1964,LC,Omnivore
Callosciurus erythraeus,4042789110530.89,Callosciurus,Sciuridae,Rodentia,283.23,1585.1964,LC,Omnivore
Callosciurus finlaysonii,729624107273.979,Callosciurus,Sciuridae,Rodentia,278,1585.1964,LC,Omnivore
Callosciurus inornatus,309660675759.192,Callosciurus,Sciuridae,Rodentia,325,1585.1964,LC,Omnivore
Callosciurus melanogaster,6004448923.13762,Callosciurus,Sciuridae,Rodentia,296,1585.1964,VU,Omnivore
Callosciurus nigrovittatus,708578846460.682,Callosciurus,Sciuridae,Rodentia,208.3,1585.1964,NT,Herbivore
Callosciurus notatus,1496326217497.54,Callosciurus,Sciuridae,Rodentia,209.49,1585.1964,LC,Omnivore
Callosciurus orestes,50506521068.8691,Callosciurus,Sciuridae,Rodentia,323.91,1585.1964,LC,Omnivore
Callosciurus phayrei,153735307717.472,Callosciurus,Sciuridae,Rodentia,269,1585.1964,LC,Omnivore
Callosciurus prevostii,1313807606007.12,Callosciurus,Sciuridae,Rodentia,400,1585.1964,LC,Herbivore
Callosciurus pygerythrus,587628247004.3,Callosciurus,Sciuridae,Rodentia,252,1585.1964,LC,Omnivore
Callosciurus quinquestriatus,40860997228.6188,Callosciurus,Sciuridae,Rodentia,246.4344257,1585.1964,NT,Omnivore
Calomys boliviae,129662074448.354,Calomys,Cricetidae,Rodentia,27,589.3882991,LC,Herbivore
Calomys callidus,55966070401.5611,Calomys,Cricetidae,Rodentia,27,589.3882991,LC,Herbivore
Calomys callosus,3145753165536.3,Calomys,Cricetidae,Rodentia,44.95,589.3882991,LC,Herbivore
Calomys expulsus,1360452918791.16,Calomys,Cricetidae,Rodentia,39.86,589.3882991,LC,Herbivore
Calomys fecundus,54307244572.5822,Calomys,Cricetidae,Rodentia,27.61181818,589.3882991,LC,Herbivore
Calomys hummelincki,312459192737.586,Calomys,Cricetidae,Rodentia,27,589.3882991,LC,Herbivore
Calomys laucha,1437875251479.73,Calomys,Cricetidae,Rodentia,14,589.3882991,LC,Herbivore
Calomys lepidus,584231180394.773,Calomys,Cricetidae,Rodentia,20.59,589.3882991,LC,Herbivore
Calomys musculinus,2024359620340.8,Calomys,Cricetidae,Rodentia,20.2,589.3882991,LC,Herbivore
Calomys sorellus,244104405815.447,Calomys,Cricetidae,Rodentia,20,589.3882991,LC,Herbivore
Calomys tener,1710345462156.86,Calomys,Cricetidae,Rodentia,13.8,589.3882991,LC,Herbivore
Calomys tocantinsi,132795308717.564,Calomys,Cricetidae,Rodentia,27.61181818,589.3882991,LC,Herbivore
Calomys venustus,58306814096.6199,Calomys,Cricetidae,Rodentia,49.33,589.3882991,LC,Herbivore
Calomyscus bailwardi,185798114988.541,Calomyscus,Calomyscidae,Rodentia,21.38,717.7762436,LC,Omnivore
Calomyscus baluchi,426505706763.687,Calomyscus,Calomyscidae,Rodentia,83.81,717.7762436,LC,Omnivore
Calomyscus elburzensis,231907432820.655,Calomyscus,Calomyscidae,Rodentia,119.055,1032.923574,LC,Herbivore
Calomyscus grandis,6000821405.21137,Calomyscus,Calomyscidae,Rodentia,205.995,1032.923574,DD,Omnivore
Calomyscus hotsoni,141022255844.495,Calomyscus,Calomyscidae,Rodentia,60.5,717.7762436,LC,Omnivore
Calomyscus mystax,208682510441.403,Calomyscus,Calomyscidae,Rodentia,81.375,717.7762436,LC,Herbivore
Calomyscus tsolovi,33537362.6152703,Calomyscus,Calomyscidae,Rodentia,111.74,1032.923574,DD,Omnivore
Calomyscus urartensis,4812864644.58343,Calomyscus,Calomyscidae,Rodentia,147.235,1032.923574,LC,Herbivore
Caluromys derbianus,792215255851.215,Caluromys,Didelphidae,Didelphimorphia,326.72,895.4725,LC,Omnivore
Caluromys lanatus,5110003405003.51,Caluromys,Didelphidae,Didelphimorphia,350.33,969.6242333,LC,Herbivore
Caluromys philander,3711568689875.44,Caluromys,Didelphidae,Didelphimorphia,246.47,1043.775967,LC,Omnivore
Caluromysiops irrupta,182315307200.925,Caluromysiops,Didelphidae,Didelphimorphia,257.48,843.3734222,LC,Herbivore
Canis adustus,10714383849019.1,Canis,Canidae,Carnivora,10392.49,1549.637578,LC,Omnivore
Canis aureus,27053662772129,Canis,Canidae,Carnivora,9658.7,2136.101433,LC,Omnivore
Canis latrans,17098504203572.8,Canis,Canidae,Carnivora,11989.1,2569.032222,LC,Carnivore
Canis mesomelas,6453409872627.55,Canis,Canidae,Carnivora,8247.3,1827.5715,LC,Omnivore
Cannomys badius,1043856573281.88,Cannomys,Spalacidae,Rodentia,472.07,1032.923574,LC,Herbivore
Cansumys canus,161030771915.283,Cansumys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore
Capra aegagrus,1403511343708.57,Capra,Bovidae,Cetartiodactyla,71350.77625,2097.005,VU,Herbivore
Capra nubiana,184884958576.157,Capra,Bovidae,Cetartiodactyla,47763.72,2920,VU,Herbivore
Capricornis milneedwardsii,2921514903497.23,Capricornis,Bovidae,Cetartiodactyla,112000,2555,NT,Herbivore
Capricornis rubidus,86336411614.3106,Capricornis,Bovidae,Cetartiodactyla,135000,2555,NT,Herbivore
Capricornis sumatraensis,135078305534.131,Capricornis,Bovidae,Cetartiodactyla,110942.2,2555,VU,Herbivore
Capricornis swinhoei,14411894276.5708,Capricornis,Bovidae,Cetartiodactyla,20500,2421.9825,LC,Herbivore
Capricornis thar,491769142730.449,Capricornis,Bovidae,Cetartiodactyla,112000,2555,NT,Herbivore
Capromys pilorides,111094564634.34,Capromys,Capromyidae,Rodentia,5200,1714.826067,LC,Omnivore
Caracal aurata,4042047605630.18,Caracal,Felidae,Carnivora,12400,1825,VU,Carnivore
Caracal caracal,17204940118472.7,Caracal,Felidae,Carnivora,11964.38,2239.8225,LC,Carnivore
Cardiocranius paradoxus,1986217953723.45,Cardiocranius,Dipodidae,Rodentia,196.8175859,727.31515,DD,Herbivore
Cardioderma cor,2246034194456.68,Cardioderma,Megadermatidae,Chiroptera,26.45,1985.8012,LC,Carnivore
Carollia castanea,2501247198426.4,Carollia,Phyllostomidae,Chiroptera,13.1,1847.5352,LC,Herbivore
Carollia manu,31962745254.2187,Carollia,Phyllostomidae,Chiroptera,15.755,1847.5352,LC,Herbivore
Carollia perspicillata,13796363650176.1,Carollia,Phyllostomidae,Chiroptera,19.23,1847.5352,LC,Omnivore
Carollia sowelli,790178169943.653,Carollia,Phyllostomidae,Chiroptera,15.755,1847.5352,LC,Herbivore
Carollia subrufa,212261468474.091,Carollia,Phyllostomidae,Chiroptera,15.84,1847.5352,LC,Herbivore
Carpitalpa arendsi,9827833898.28269,Carpitalpa,Chrysochloridae,Afrosoricida,52.34,1036.557583,VU,Insectivore
Carpomys melanurus,2543325817.403,Carpomys,Muridae,Rodentia,123,639.6318318,DD,Omnivore
Carpomys phaeurus,4215026289.71269,Carpomys,Muridae,Rodentia,123,639.6318318,LC,Omnivore
Carterodon sulcidens,272978495493.848,Carterodon,Echimyidae,Rodentia,113.8,739.0095889,DD,Herbivore
Caryomys eva,198444068292.106,Caryomys,Cricetidae,Rodentia,22.5,589.3882991,LC,Herbivore
Caryomys inez,435820539455.67,Caryomys,Cricetidae,Rodentia,23.5,589.3882991,LC,Omnivore
Casinycteris argynnis,1707684631546.25,Casinycteris,Pteropodidae,Chiroptera,28.28,1553.790873,LC,Herbivore
